,fullname,uni_name,file,is_a_main_job
2321,Ewa Monika Witkowska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
2413,Lidia Zabłocka-Żytka,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
2414,Łukasz Mateusz Zaborek,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
2420,Anna Maria Zajenkowska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
2427,Dominika Magdalena Zakrzewska-Olędzka,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
2443,Ewa Barbara Zasępa,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
2462,Karolina Maria Ziembowicz,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
8,Dominik Kamil Adamek,Uniwersytet Śląski w Katowicach,selected,
33,Karina Atłas,Uniwersytet Śląski w Katowicach,selected,
70,Lidia Natalia Baran,Uniwersytet Śląski w Katowicach,selected,
174,Mateusz Blukacz,Uniwersytet Śląski w Katowicach,selected,
208,Magdalena Justyna Bolek-Kochanowska,Uniwersytet Śląski w Katowicach,selected,
231,Maciej Bożek,Uniwersytet Śląski w Katowicach,selected,
232,Anna Aleksandra Brandt-Salmeri,Uniwersytet Śląski w Katowicach,selected,
239,Michał Henryk Brol,Uniwersytet Śląski w Katowicach,selected,
269,Krystyna Buszman,Uniwersytet Śląski w Katowicach,selected,
282,Edyta Charzyńska,Uniwersytet Śląski w Katowicach,selected,
285,Maria Chełkowska-Zacharewicz,Uniwersytet Śląski w Katowicach,selected,
341,Mikołaj Wit Cugowski,Uniwersytet Śląski w Katowicach,selected,
523,Wiola Friedrich,Uniwersytet Śląski w Katowicach,selected,
611,Małgorzata Górnik-Durose,Uniwersytet Śląski w Katowicach,selected,
732,Magdalena Hyla,Uniwersytet Śląski w Katowicach,selected,
736,Michalina Ilska,Uniwersytet Śląski w Katowicach,selected,
750,Łukasz Mateusz Jach,Uniwersytet Śląski w Katowicach,selected,
757,Tomasz Daniel Jakubowski,Uniwersytet Śląski w Katowicach,selected,
772,Maciej Janowski,Uniwersytet Śląski w Katowicach,selected,
799,Anna Janina Jazłowska,Uniwersytet Śląski w Katowicach,selected,
894,Katarzyna Kiepas-Remesz,Uniwersytet Śląski w Katowicach,selected,
904,Renata Kleszcz-Szczyrba,Uniwersytet Śląski w Katowicach,selected,
927,Dagna Joanna Kocur,Uniwersytet Śląski w Katowicach,selected,
941,Anna Barbara Kołodziej-Zaleska,Uniwersytet Śląski w Katowicach,selected,
973,Monika Kornaszewska-Polak,Uniwersytet Śląski w Katowicach,selected,
1028,Barbara Kożusznik,Uniwersytet Śląski w Katowicach,selected,
1073,Joanna Kucharewicz,Uniwersytet Śląski w Katowicach,selected,
1135,Marcin Kazimierz Langer,Uniwersytet Śląski w Katowicach,selected,
1139,Anna Halina Latusek,Uniwersytet Śląski w Katowicach,selected,
1220,Marta Łukowska,Uniwersytet Śląski w Katowicach,selected,
1275,Eugenia Mandal,Uniwersytet Śląski w Katowicach,selected,
1311,Joanna Mateusiak,Uniwersytet Śląski w Katowicach,selected,
1378,Marcin Łukasz Moroń,Uniwersytet Śląski w Katowicach,selected,
1528,Mariola Paruzel-Czachura,Uniwersytet Śląski w Katowicach,selected,
1586,Irena Pilch,Uniwersytet Śląski w Katowicach,selected,
1647,Anita Janina Pollak,Uniwersytet Śląski w Katowicach,selected,
1707,Anna Małgorzata Pyszkowska,Uniwersytet Śląski w Katowicach,selected,
1721,Izabela Rajska-Kulik,Uniwersytet Śląski w Katowicach,selected,
1750,Magdalena Rode,Uniwersytet Śląski w Katowicach,selected,
1781,Jagoda Paulina Różycka,Uniwersytet Śląski w Katowicach,selected,
1844,Elżbieta Anna Sanecka,Uniwersytet Śląski w Katowicach,selected,
1882,Teresa Sikora,Uniwersytet Śląski w Katowicach,selected,
1883,Jagoda Sikora,Uniwersytet Śląski w Katowicach,selected,
1894,Magdalena Maja Sitko-Dominik,Uniwersytet Śląski w Katowicach,selected,
1906,Agnieszka Skorupa,Uniwersytet Śląski w Katowicach,selected,
1956,Zbigniew Spendel,Uniwersytet Śląski w Katowicach,selected,
1984,Marta Stasiła-Sieradzka,Uniwersytet Śląski w Katowicach,selected,
2005,Monika Magdalena Stojek,Uniwersytet Śląski w Katowicach,selected,
2125,Katarzyna Maria Ślebarska,Uniwersytet Śląski w Katowicach,selected,
2239,Elżbieta Turska,Uniwersytet Śląski w Katowicach,selected,
2300,Aleksandra Beata Wieteska,Uniwersytet Śląski w Katowicach,selected,
2356,Ewa Joanna Wojtyna,Uniwersytet Śląski w Katowicach,selected,
2360,Beata Wolfigiel,Uniwersytet Śląski w Katowicach,selected,
1,Rafał Abramciów,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
281,Sylwia Edyta Cendal,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
342,Patrycja Alicja Curyło-Sikora,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
370,Karolina Zofia Czernecka,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
378,Ewa Barbara Czerwińska-Jakimiuk,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
384,Natalia Czyżowska,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
393,Malwina Dankiewicz,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
408,Monika Derda,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
518,Agnieszka Franczok-Kuczmowska,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
519,Jan Leszek Franczyk,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
529,Joanna Maria Fryt,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
530,Agnieszka Fudali-Czyż,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
542,Joanna Ganczarek,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
579,Elżbieta Głąb,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
701,Agnieszka Teresa Hennel-Brzozowska,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
702,Radosława Herzog-Krzywoszańska,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
810,Natalia Maja Józefacka,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
829,Anna Magda Kaczmarska-Tabor,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
833,Julia Kaleńska-Rodzaj,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
837,Lada Kaliská,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
845,Alina Maria Kałużna-Wielobób,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
864,Soňa Kariková,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
867,Zinoviia Karpenko,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
984,Joanna Kossewska,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
995,Katarzyna Anna Kotlarska,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
999,Olena Kovalenko,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
1011,Ireneusz Kowalewski,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
1060,Łukasz Radosław Krzywoszański,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
1113,Marzena Agnieszka Kutt,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
1138,Agnieszka Lasota,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
1145,Marzena Monika Lelek-Kratiuk,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
1169,Witold Andrzej Ligęza,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
1230,Krystian Dariusz Macheta,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
1252,Piotr Ignacy Majewicz,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
1388,Agnieszka Maria Muchacka-Cymerman,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
1578,Karolina Anna Pietras,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
1619,Małgorzata Barbara Płoszaj,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
1673,Wiktor Franciszek Potoczny,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
1784,Joanna Ruczaj,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
1824,Dorota Agnieszka Ryżanowska-Krzyżak,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
1941,Eva Sollárová,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
2023,Radosław Stupak,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
2035,Barbara Róża Superson,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
2042,Svitlana Symonenko,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
2063,Monika Klaudia Szczygieł,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
2078,Dominika Sznajder,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
2082,Elżbieta Szpakiewicz,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
2108,Paulina Szydłowska-Klakla,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
2182,Urszula Lilianna Tokarska,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
2189,Katarzyna Tomaszek,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
2271,Jakub Wasiewicz,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
2387,Aleksandra Urszula Wójciak,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,selected,
6,Katarzyna Adamczyk,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
24,Karolina Magdalena Appelt,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
43,Lucyna Bakiera,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
92,Dominika Bartoszak,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
119,Maciej Behnke,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
121,Maria Beisert,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
288,Teresa Chirkowska-Smolak,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
451,Dariusz Drążkowski,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
613,Dominika Joanna Górska,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
628,Jarosław Grobelny,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
684,Maciej Roman Hanczakowski,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
696,Bartosz Piotr Hekiert,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
724,Elżbieta Hornowska,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
746,Agnieszka Bogumiła Izdebska,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
776,Monika Olga Jańczak,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
824,Łukasz Dominik Kaczmarek,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
859,Marta Karbowa-Płowens,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
901,Paweł Kleka,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
982,MICHAŁ KOSAKOWSKI,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1008,Marek Kowalczyk,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1051,Grzegorz Króliczak,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1226,Agnieszka Ewa Łyś,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1310,Joanna Matejczuk,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1382,Marta Mrozowicz-Wrońska,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1443,Natalia Nowaczyk,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1460,Monika Obrębska,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1476,Piotr Olesiński,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1526,Aleksandra Parobkiewicz-Jasielska,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1582,Aleksandra Pilarska,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1630,Robert Poklek,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1692,Łukasz Przybylski,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1704,Adam Putko,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1743,Małgorzata Rękosiewicz,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1836,Olga Sakson-Obada,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1919,Anna Barbara Słysz,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1924,Błażej Smykowski,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1946,Emilia Soroko,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1973,Izabela Stankowska-Mazur,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
1976,Maja Stańko-Kaczmarek,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
2021,Justyna  Strykowska-Nowakowska ,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
2101,Filip Szumski,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
2115,Marta Szymańska-Pytlińska,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
2251,Joanna Urbańska,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
2252,Mariusz Urbański,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
2296,Anna Wieradzka-Pilarczyk,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
2329,Marcin Wnuk,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
2339,Julita Wojciechowska,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
2404,Jowita Wycisk,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
2426,Marzenna Teresa Zakrzewska,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
2458,Michał Ziarko,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
2467,Joanna Zinczuk-Zielazna,Uniwersytet im. Adama Mickiewicza w Poznaniu,selected,
320,Jan Cieciuch,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
383,Anna Małgorzata Czyżkowska,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
515,Monika Frajnt-Dąbrowska,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
599,Dominik Gołuch,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
615,Zuzanna Elżbieta Górska-Kanabus,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
625,Monika Łucja Gregorczuk,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
789,Jarosław Tomasz Jastrzębski,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
808,Peter Karl Jonason,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
858,Dominika Anna Karaś,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
913,Waldemar Henryk Klinkosz,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
922,Zdzisław Kobos,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1074,Katarzyna Kucharska,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1083,Aleksandra Kűhn-Dymecka,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1122,Katarzyna Kwiatkowska,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1161,Karol Lewczuk,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1180,Anna Maria Lipska,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1203,Patryk Marek Łakuta,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1267,Norbert Ernest Maliszewski,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1269,Monika Maria Małkiewicz,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1299,Katarzyna Martowska,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1394,Monika Anna Mynarska,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1425,Marek Antoni Nieznański,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1459,Michał Maksymilian Obidziński,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1522,Andrzej Pankalla,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1596,Jarosław Piotrowski,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1649,Klaudia Ponikiewska,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1756,Radosław Rogoza,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1776,Tomasz Rowiński,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1821,Maria Ryś,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1823,Jolanta Barbara Rytel,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1900,Ewa Wiktoria Skimina,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1901,Ilona Skoczeń,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1971,Krzysztof Stanisławski,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
1980,Małgorzata Starzomska-Romanowska,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
2002,Elżbieta Stojanowska-Borowiec,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
2017,Włodzimierz Andrzej Strus,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
2109,Piotr Szydłowski,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
2112,Agnieszka Szymańska,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
2123,Sławomir Ślaski,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
2164,Jan Felicjan Terelak,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
2194,Ewa Topolewska-Siedzik,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
2213,Olaf Edmund Truszczyński,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
2382,Waldemar Tomasz Woźniak,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
2417,Wanda Zagórska,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
2493,Magdalena Żemojtel-Piotrowska,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,selected,
110,Olga Bąk,Uniwersytet Wrocławski,selected,
142,Michał Przemysław Białek,Uniwersytet Wrocławski,selected,
184,Bogusława Agnieszka Błoch,Uniwersytet Wrocławski,selected,
217,Danuta Bogumiła Borecka-Biernat,Uniwersytet Wrocławski,selected,
247,Anna Marta Brytek-Matera,Uniwersytet Wrocławski,selected,
292,Dorota Chmielewska-Łuczak,Uniwersytet Wrocławski,selected,
332,Anna Agnieszka Cieślik,Uniwersytet Wrocławski,selected,
365,Kamila Beata Czepczor-Bernat,Uniwersytet Wrocławski,selected,
380,Marcin Franciszek Czub,Uniwersytet Wrocławski,selected,
459,Karolina Dunaj,Uniwersytet Wrocławski,selected,
463,Katarzyna Danuta Durniat,Uniwersytet Wrocławski,selected,
522,Tomasz Frąckowiak,Uniwersytet Wrocławski,selected,
697,Bartosz Helfer,Uniwersytet Wrocławski,selected,
783,Henryk Jarosiewicz,Uniwersytet Wrocławski,selected,
849,Dorota Agnieszka Kanafa-Chmielewska,Uniwersytet Wrocławski,selected,
854,Magdalena Sylwia Kapała,Uniwersytet Wrocławski,selected,
868,Maciej Karwowski,Uniwersytet Wrocławski,selected,
899,Jarosław Klebaniuk,Uniwersytet Wrocławski,selected,
928,Iwona Czesława Koczanowicz-Dehnel,Uniwersytet Wrocławski,selected,
1003,Jolanta Kowal,Uniwersytet Wrocławski,selected,
1130,Kinga Stefania Lachowicz-Tabaczek,Uniwersytet Wrocławski,selected,
1141,Izabela Lebuda,Uniwersytet Wrocławski,selected,
1197,Jerzy Luty,Uniwersytet Wrocławski,selected,
1211,Zbigniew Łoś,Uniwersytet Wrocławski,selected,
1240,Kamila Madeja-Bień,Uniwersytet Wrocławski,selected,
1361,Michał Misiak,Uniwersytet Wrocławski,selected,
1436,Agnieszka Krystyna Nomejko,Uniwersytet Wrocławski,selected,
1477,Anna Maria Oleszkiewicz,Uniwersytet Wrocławski,selected,
1479,Anna Maria Oleszkowicz,Uniwersytet Wrocławski,selected,
1502,Sylwester Wojciech Orzechowski,Uniwersytet Wrocławski,selected,
1600,Katarzyna Alicja Pisańska,Uniwersytet Wrocławski,selected,
1604,Joanna Ewa Piskorz,Uniwersytet Wrocławski,selected,
1656,Ryszard Wojciech Poprawa,Uniwersytet Wrocławski,selected,
1863,Katarzyna Zofia Serafińska,Uniwersytet Wrocławski,selected,
1918,Aleksandra Monika Słowińska,Uniwersytet Wrocławski,selected,
1949,Agnieszka Ewa Sorokowska,Uniwersytet Wrocławski,selected,
1951,Piotr Sorokowski,Uniwersytet Wrocławski,selected,
2028,Piotr Styrkowiec,Uniwersytet Wrocławski,selected,
2124,Magdalena Wiktoria Ślazyk-Sobol,Uniwersytet Wrocławski,selected,
2134,Justyna Śniecińska,Uniwersytet Wrocławski,selected,
2286,Agnieszka Widera-Wysoczańska,Uniwersytet Wrocławski,selected,
2328,Małgorzata Włodarczyk,Uniwersytet Wrocławski,selected,
2498,Alina Elżbieta Żurek,Uniwersytet Wrocławski,selected,
2499,Magdalena Maria Żurko,Uniwersytet Wrocławski,selected,
15,Rafał Aleksandrowicz,Akademia Ignatianum w Krakowie,selected,
18,Adam Anczyk,Akademia Ignatianum w Krakowie,selected,
153,Jacek Bielas,Akademia Ignatianum w Krakowie,selected,
277,Olga Elżbieta Capała,Akademia Ignatianum w Krakowie,selected,
286,Agnieszka Maria Chemperek,Akademia Ignatianum w Krakowie,selected,
318,Joanna Cichorz- Sadowska,Akademia Ignatianum w Krakowie,selected,
460,Anita Duplaga,Akademia Ignatianum w Krakowie,selected,
527,Stefan Frydrychowicz,Akademia Ignatianum w Krakowie,selected,
577,Stanisław Głaz,Akademia Ignatianum w Krakowie,selected,
639,Jerzy Gruszka,Akademia Ignatianum w Krakowie,selected,
648,Tomasz Grzegorek,Akademia Ignatianum w Krakowie,selected,
658,Halina Grzymała-Moszczyńska,Akademia Ignatianum w Krakowie,selected,
755,Ewa Jaglarz,Akademia Ignatianum w Krakowie,selected,
802,Kamil Jezierski,Akademia Ignatianum w Krakowie,selected,
840,Katarzyna Kaliszewska-Czeremska,Akademia Ignatianum w Krakowie,selected,
888,Maria Kielar-Turska,Akademia Ignatianum w Krakowie,selected,
1036,Agnieszka Krawczyk,Akademia Ignatianum w Krakowie,selected,
1058,Agnieszka Małgorzata Krzysztof-Świderska,Akademia Ignatianum w Krakowie,selected,
1117,Krzysztof Kwapis,Akademia Ignatianum w Krakowie,selected,
1323,Anna Meissner,Akademia Ignatianum w Krakowie,selected,
1332,Łukasz Michalczyk,Akademia Ignatianum w Krakowie,selected,
1453,Krzysztof Waldemar Nowakowski,Akademia Ignatianum w Krakowie,selected,
1473,Marian Olejnik,Akademia Ignatianum w Krakowie,selected,
1628,Aleksandra Pohl,Akademia Ignatianum w Krakowie,selected,
1683,Jacek Prusak,Akademia Ignatianum w Krakowie,selected,
1689,Sylwia Przewoźnik,Akademia Ignatianum w Krakowie,selected,
1744,Marta Riess,Akademia Ignatianum w Krakowie,selected,
1771,Irmina Barbara Rostek,Akademia Ignatianum w Krakowie,selected,
1808,Anna Rybka,Akademia Ignatianum w Krakowie,selected,
1849,Anna Schab-Przybycień,Akademia Ignatianum w Krakowie,selected,
1885,Katarzyna Sikora,Akademia Ignatianum w Krakowie,selected,
1922,Jerzy Smoleń,Akademia Ignatianum w Krakowie,selected,
1994,Małgorzata Steć,Akademia Ignatianum w Krakowie,selected,
2054,Kaja Szarras-Kudzia,Akademia Ignatianum w Krakowie,selected,
2072,Agnieszka Róża Szewczyk-Zakrzewska,Akademia Ignatianum w Krakowie,selected,
2313,Beata Winnicka,Akademia Ignatianum w Krakowie,selected,
2318,Ada Witenberg,Akademia Ignatianum w Krakowie,selected,
54,Paulina Banaszkiewicz,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
179,Anna Błaszczak,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
180,Wojciech Błaszczak,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
220,Aneta Rita Borkowska,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
268,Magdalena Bury-Kamińska,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
343,Wojciech Cwalina,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
390,Barnaba Danieluk,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
392,Beata Monika Daniluk,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
435,Łucja Lena Domańska,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
436,Cezary Wojciech Domański,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
500,Sara Aleksandra Filipiak,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
547,Barbara Urszula Gawda,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
569,Justyna Gerłowska,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
751,Natalia Elzbieta Jach-Salamon,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
920,Tomasz Rafał Knopik,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
948,Paweł Grzegorz Koniak,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
978,Kalina Kosacka,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
988,Małgorzata Kostka-Szymańska,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
