,fullname,uni_name,file,is_a_main_job
2465,Małgorzata Zimny,Pomorski Uniwersytet Medyczny w Szczecinie,other-names,
2468,Monika Maria Ziobrowska,Dolnośląska Szkoła Wyższa z siedzibą we Wrocławiu,other-names,
2477,Artur Ziółkowski ,Staropolska Akademia Nauk Stosowanych w Kielcach,other-names,
2480,Barbara Zmaczyńska-Witek,Uniwersytet Opolski,other-names,
2485,Jolanta Zwiernik,Dolnośląska Szkoła Wyższa z siedzibą we Wrocławiu,other-names,
2487,Adam Alfred Zych,Dolnośląska Szkoła Wyższa z siedzibą we Wrocławiu,other-names,
2,Agnieszka Marianna Abramiuk,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,other-unlisted,Nie dotyczy
17,Ewa Agnieszka Ambroziak,Państwowa Uczelnia im. Stefana Batorego,other-unlisted,Nie
21,Beatricze Kinga Andrzejewska,Wyższa Szkoła Informatyki Stosowanej i Zarządzania w Warszawie,other-unlisted,Nie dotyczy
25,Katarzyna Archanowicz-Kudelska,SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie,other-unlisted,Nie dotyczy
26,Katarzyna Archanowicz-Kudelska,Szkoła Główna Handlowa w Warszawie,other-unlisted,Nie
36,Paweł Augustynowicz,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,other-unlisted,Nie
46,Robert Balas,Instytut Psychologii Polskiej Akademii Nauk,other-unlisted,Nie
47,Robert Balas,,other-unlisted,
50,Marlena Banasik,Wyższa Szkoła Finansów i Prawa w Bielsku-Białej,other-unlisted,Nie dotyczy
51,Marlena Banasik,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,other-unlisted,Nie dotyczy
52,Marlena Banasik,SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie,other-unlisted,Nie
95,Łukasz Barwiński,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,other-unlisted,Nie
123,Ewa Beldzik,Uniwersytet Jagielloński w Krakowie,other-unlisted,Nie
149,Ilona Bidzan -Bluma,Akademia Wychowania Fizycznego i Sportu im. Jędrzeja Śniadeckiego w Gdańsku,other-unlisted,Nie
150,Ilona Bidzan -Bluma,Uniwersytet Gdański,other-unlisted,Nie dotyczy
157,Jan Bielecki,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,other-unlisted,Nie
158,Jan Bielecki,,other-unlisted,
163,Mikołaj Biesaga,Uniwersytet Warszawski,other-unlisted,Nie
169,Katarzyna Weronika Binder-Olibrowska,Uniwersytet Medyczny w Łodzi,other-unlisted,Nie
170,Katarzyna Weronika Binder-Olibrowska,Uniwersytet Medyczny w Łodzi,other-unlisted,Nie dotyczy
192,Anna Bochyńska,Uczelnia Łazarskiego w Warszawie,other-unlisted,Nie dotyczy
193,Anna Bochyńska,Instytut Psychiatrii i Neurologii,other-unlisted,Nie
196,Marta Bodecka-Zych,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,other-unlisted,Nie dotyczy
222,Aleksandra Borkowska,Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach,other-unlisted,Nie
223,Aleksandra Borkowska,,other-unlisted,
224,Anna Maria Boros,Uniwersytet Warszawski,other-unlisted,Nie
237,Szymon Bręński,Uniwersytet im. Adama Mickiewicza w Poznaniu,other-unlisted,Nie
251,Anna Izabela Brzezińska,Uniwersytet im. Adama Mickiewicza w Poznaniu,other-unlisted,Nie
252,Anna Izabela Brzezińska,,other-unlisted,
253,Jerzy Marian Brzeziński,Uniwersytet im. Adama Mickiewicza w Poznaniu,other-unlisted,Nie
254,Jerzy Marian Brzeziński,,other-unlisted,
263,Anna Bukowska-Posadzy,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-unlisted,Nie
310,Monika Martyna Chwalczuk,Instytut Psychologii Polskiej Akademii Nauk,other-unlisted,Nie
324,Lidia Cierpiałkowska,Uniwersytet Zielonogórski,other-unlisted,Nie
325,Lidia Cierpiałkowska,Uniwersytet im. Adama Mickiewicza w Poznaniu,other-unlisted,Nie
351,Sławomir Mateusz Czachowski,Uniwersytet Mikołaja Kopernika w Toruniu,other-unlisted,Nie
352,Sławomir Mateusz Czachowski,,other-unlisted,
358,LIDIA CZARKOWSKA,Akademia Leona Koźmińskiego w Warszawie,other-unlisted,Nie
404,Karolina Dejko-Wańczyk,Uniwersytet Jagielloński w Krakowie,other-unlisted,Nie
423,Paweł Dobrowolski,Instytut Psychologii Polskiej Akademii Nauk,other-unlisted,Nie
456,Katarzyna Drzewek,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,other-unlisted,Nie
478,Ewa Dziedzic-Szeszuła,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-unlisted,Nie
481,Ewelina Elert-Dobkowska,Instytut Psychiatrii i Neurologii,other-unlisted,Nie
482,Ewelina Elert-Dobkowska,Uczelnia Łazarskiego w Warszawie,other-unlisted,Nie dotyczy
497,Sylwia Fijałkowska,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego,other-unlisted,Nie
503,MARIA FLAKUS,Instytut Filozofii i Socjologii Polskiej Akademii Nauk,other-unlisted,Nie
504,MARIA FLAKUS,Wyższa Szkoła Bankowa w Poznaniu,other-unlisted,Nie dotyczy
505,MARIA FLAKUS,SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie,other-unlisted,Nie dotyczy
506,MARIA FLAKUS,Uniwersytet Śląski w Katowicach,other-unlisted,Nie
616,Agnieszka Anna Grabara,Akademia Techniczno-Humanistyczna w Bielsku-Białej,other-unlisted,Nie
619,Anna Maria Grabowska,SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie,other-unlisted,Nie
620,Anna Maria Grabowska,,other-unlisted,
624,Krzysztof Jędrzej Grala,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,other-unlisted,Nie dotyczy
626,Bartosz Grobelny,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-unlisted,Nie
627,Bartosz Grobelny,,other-unlisted,
660,Magdalena Gugała-Iwaniuk,Instytut Psychiatrii i Neurologii,other-unlisted,Nie
676,Piotr Haładziński,Uniwersytet im. Adama Mickiewicza w Poznaniu,other-unlisted,Nie
686,Karolina Hansen,Uniwersytet Warszawski,other-unlisted,Nie
687,Karolina Hansen,,other-unlisted,
700,Kamil Maksymilian Henne,SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie,other-unlisted,Nie
720,Justyna Holka-Pokorska,Instytut Psychiatrii i Neurologii,other-unlisted,Nie
723,Kaja Hołubowska,Uniwersytet Jagielloński w Krakowie,other-unlisted,Nie
726,Hanna Hromova,Uniwersytet Warszawski,other-unlisted,Nie
733,Edyta Weronika Idczak-Paceś,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,other-unlisted,Nie dotyczy
795,Katarzyna Jawna-Zboińska,Uniwersytet Warszawski,other-unlisted,Nie
796,Romuald Jaworski,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,other-unlisted,Nie
797,Romuald Jaworski,,other-unlisted,
819,Adrian Michał Kabat,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,other-unlisted,Nie dotyczy
822,Radosław Patrycjusz Kaczan,SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie,other-unlisted,Nie
828,Izabela Kaczmarek,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-unlisted,Nie
853,Milena Kansy,Uniwersytet Jagielloński w Krakowie,other-unlisted,Nie
870,Jerzy Karyłowski,Instytut Psychologii Polskiej Akademii Nauk,other-unlisted,Nie
871,Jerzy Karyłowski,,other-unlisted,
873,Krzysztof Kasparek,Uniwersytet Jagielloński w Krakowie,other-unlisted,Nie
876,AGATA KASZUBA,Państwowa Uczelnia Zawodowa im. Ignacego Mościckiego w Ciechanowie,other-unlisted,Nie
877,AGATA KASZUBA,,other-unlisted,
916,Anna Kluzik,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-unlisted,Nie
950,Tadeusz Kononowicz,Instytut Psychologii Polskiej Akademii Nauk,other-unlisted,Nie
974,Tomasz Korulczyk,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,other-unlisted,Nie
975,Krzysztof Korzeniowski,Instytut Psychologii Polskiej Akademii Nauk,other-unlisted,Nie
976,Krzysztof Korzeniowski,,other-unlisted,
998,Katarzyna Kotowska,Karpacka Państwowa Uczelnia w Krośnie,other-unlisted,Nie
1013,Joachim Kowalski,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-unlisted,Nie dotyczy
1014,Joachim Kowalski,Instytut Psychologii Polskiej Akademii Nauk,other-unlisted,Nie
1015,Joachim Kowalski,SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie,other-unlisted,Nie dotyczy
1020,Aneta Monika Kozioł,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,other-unlisted,Nie
1026,Anna Kozubińska,Państwowa Wyższa Szkoła Zawodowa w Nowym Sączu,other-unlisted,Nie
1027,Anna Kozubińska,,other-unlisted,
1082,Klaudiusz Krzysztof Kudła,Uniwersytet Jagielloński w Krakowie,other-unlisted,Nie
1084,Daria Kukuła,Uniwersytet Mikołaja Kopernika w Toruniu,other-unlisted,Nie dotyczy
1085,Daria Kukuła,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,other-unlisted,Nie
1096,Dariusz Stanisław Kuncewicz,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,other-unlisted,Nie
1102,Katarzyna Kurczych,Uczelnia Łazarskiego w Warszawie,other-unlisted,Nie dotyczy
1103,Katarzyna Kurczych,Instytut Psychiatrii i Neurologii,other-unlisted,Nie
1107,Jakub Michał Kuś,SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie,other-unlisted,Nie
1155,Paulina Lewandowska,Uniwersytet Jagielloński w Krakowie,other-unlisted,Nie
1158,Weronika Maja Lewandowska,Uniwersytet Warszawski,other-unlisted,Nie
1159,Weronika Maja Lewandowska,SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie,other-unlisted,Nie dotyczy
1182,Maria Lis-Turlejska,SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie,other-unlisted,Nie
1183,Maria Lis-Turlejska,,other-unlisted,
1189,Robert Henricus Johannes van der Lubbe,Uniwersytet im. Adama Mickiewicza w Poznaniu,other-unlisted,Nie
1190,Robert Henricus Johannes van der Lubbe,,other-unlisted,
1209,Władysław Łosiak,Uniwersytet Jagielloński w Krakowie,other-unlisted,Nie
1210,Władysław Łosiak,,other-unlisted,
1217,Karolina Magdalena Łukasik,SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie,other-unlisted,Nie dotyczy
1256,Józef Makselon,Uniwersytet Papieski Jana Pawła II w Krakowie,other-unlisted,Nie
1257,Józef Makselon,,other-unlisted,
1266,Anna Malinowska-Korczak,Instytut Psychologii Polskiej Akademii Nauk,other-unlisted,Nie
1281,Marta Marchlewska,Instytut Psychologii Polskiej Akademii Nauk,other-unlisted,Nie
1326,Tadeusz Andrzej Mendel,Instytut Psychiatrii i Neurologii,other-unlisted,Nie
1327,Tadeusz Andrzej Mendel,,other-unlisted,
1340,Ewa Małgorzata Michałowska,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,other-unlisted,Nie dotyczy
1341,Ewa Małgorzata Michałowska,Uniwersytet Warszawski,other-unlisted,Nie
1375,Weronika Molińska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,other-unlisted,Nie dotyczy
1398,Małgorzata Najderska,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,other-unlisted,Nie dotyczy
1427,Jan Nikadon,Uniwersytet Mikołaja Kopernika w Toruniu,other-unlisted,Nie
1428,Jan Nikadon,,other-unlisted,
1449,Iwona Nowakowska,Chrześcijańska Akademia Teologiczna w Warszawie,other-unlisted,Nie dotyczy
1450,Iwona Nowakowska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,other-unlisted,Nie dotyczy
1520,Władysław Jacek Paluchowski,Uniwersytet im. Adama Mickiewicza w Poznaniu,other-unlisted,Nie
1521,Władysław Jacek Paluchowski,,other-unlisted,
1551,Natalia Anna Pawlaczyk,Uniwersytet Mikołaja Kopernika w Toruniu,other-unlisted,Nie
1552,Natalia Anna Pawlaczyk,,other-unlisted,
1553,Natalia Anna Pawlaczyk,,other-unlisted,
1554,Natalia Anna Pawlaczyk,,other-unlisted,
1570,Anna Piekacz,Wyższa Szkoła Bankowa w Poznaniu,other-unlisted,Nie dotyczy
1571,Anna Piekacz,Uniwersytet Śląski w Katowicach,other-unlisted,Nie
1579,Agnieszka Pigłowska-Juhnke,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-unlisted,Nie
1580,Kamila Pihur,Wyższa Szkoła Handlowa we Wrocławiu,other-unlisted,Nie
1581,Kamila Pihur,Akademia Finansów i Biznesu Vistula,other-unlisted,Nie dotyczy
1610,Justyna Piwińska,Instytut Psychologii Polskiej Akademii Nauk,other-unlisted,Nie
1626,Grzegorz Pochwatko,Instytut Psychologii Polskiej Akademii Nauk,other-unlisted,Nie
1631,ARTUR POKROPEK,Instytut Filozofii i Socjologii Polskiej Akademii Nauk,other-unlisted,Nie
1632,ARTUR POKROPEK,Instytut Badań Edukacyjnych,other-unlisted,Nie
1731,Ewa Katarzyna Ratajczak,Uniwersytet Mikołaja Kopernika w Toruniu,other-unlisted,Nie
1745,Stewart Craig Roberts,Uniwersytet Wrocławski,other-unlisted,Nie
1757,Katarzyna Rojewska,Uniwersytet Śląski w Katowicach,other-unlisted,Nie
1758,Paulina Krystyna Rok-Bujko,Instytut Psychiatrii i Neurologii,other-unlisted,Nie
1759,Paulina Krystyna Rok-Bujko,,other-unlisted,
1768,Paulina Rosińska,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,other-unlisted,Nie
1769,Paulina Rosińska,Uczelnia Łazarskiego w Warszawie,other-unlisted,Nie dotyczy
1800,Dorota Katarzyna Rutkowska,Akademia Leona Koźmińskiego w Warszawie,other-unlisted,Nie dotyczy
1801,Dorota Katarzyna Rutkowska,Uniwersytet Warszawski,other-unlisted,Nie
1818,Justyna Kinga Rynkiewicz,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,other-unlisted,Nie
1819,Justyna Kinga Rynkiewicz,,other-unlisted,
1820,Ewa Ryn-Wójcik,Akademia Wychowania Fizycznego im. Bronisława Czecha w Krakowie,other-unlisted,Nie
1859,Alicja Krystyna Senejko,Uniwersytet Wrocławski,other-unlisted,Nie
1860,Alicja Krystyna Senejko,,other-unlisted,
1904,Maciej Skorko,Instytut Psychologii Polskiej Akademii Nauk,other-unlisted,Nie
1953,Tytus Sosnowski,Uniwersytet Mikołaja Kopernika w Toruniu,other-unlisted,Nie
1954,Tytus Sosnowski,,other-unlisted,
1991,Radosław Stec,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-unlisted,Nie
1995,Renata Maria Stefańska-Klar,Państwowa Wyższa Szkoła Zawodowa w Raciborzu,other-unlisted,Nie
2000,Tomasz Stępień,Instytut Psychiatrii i Neurologii,other-unlisted,Nie
2010,Marlena Stradomska,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,other-unlisted,Nie
2011,Marlena Stradomska,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,other-unlisted,Nie dotyczy
2012,Marlena Stradomska,Wyższa Szkoła Europejska im. Ks. Józefa Tischnera w Krakowie,other-unlisted,Nie dotyczy
2019,Rafał Stryjek,Instytut Psychologii Polskiej Akademii Nauk,other-unlisted,Nie
2020,Rafał Stryjek,Uczelnia Łazarskiego w Warszawie,other-unlisted,Nie dotyczy
2057,Ewa Szczepkowska,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-unlisted,Nie
2058,Ewa Szczepkowska,,other-unlisted,
2095,Mikołaj Szulczewski,Uniwersytet Warszawski,other-unlisted,Nie dotyczy
2096,Mikołaj Szulczewski,Instytut Psychologii Polskiej Akademii Nauk,other-unlisted,Nie
2105,Paulina Janina Szwed,Uniwersytet Jagielloński w Krakowie,other-unlisted,Nie
2117,Karol Stanisław Szymczak,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,other-unlisted,Nie dotyczy
2130,Izabela Jolanta Śliwińska,SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie,other-unlisted,Nie
2135,Magdalena Katarzyna Śniegulska,SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie,other-unlisted,Nie
2142,Justyna Świdrak,Instytut Psychologii Polskiej Akademii Nauk,other-unlisted,Nie
2153,Ewa Taracha,Instytut Psychiatrii i Neurologii,other-unlisted,Nie
2154,Ewa Taracha,,other-unlisted,
2166,Guillaume Laurent Thierry,Uniwersytet im. Adama Mickiewicza w Poznaniu,other-unlisted,Nie
2167,Magdalena Ewa Tilszer,Uniwersytet Warszawski,other-unlisted,Nie
2184,Aleksandra Tokarz,Uniwersytet Jagielloński w Krakowie,other-unlisted,Nie
2185,Aleksandra Tokarz,,other-unlisted,
2201,Agnieszka Stanisława Trawicka,Akademia Wychowania Fizycznego i Sportu im. Jędrzeja Śniadeckiego w Gdańsku,other-unlisted,Nie
2202,Agnieszka Stanisława Trawicka,,other-unlisted,
2203,Agnieszka Stanisława Trawicka,,other-unlisted,
2220,Natalia Trzeszczyńska,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-unlisted,Nie
2221,Agnieszka Ewa Trzewicarz,Wyższa Szkoła Humanitas w Sosnowcu,other-unlisted,Nie dotyczy
2247,Roksana Ulatowska,Wyższa Szkoła Europejska im. Ks. Józefa Tischnera w Krakowie,other-unlisted,Nie dotyczy
2248,Roksana Ulatowska,Uniwersytet Jagielloński w Krakowie,other-unlisted,Nie
2255,Aleksandra Uściłko,Uniwersytet Warszawski,other-unlisted,Nie
2272,Anna Wasik,Uniwersytet Jagielloński w Krakowie,other-unlisted,Nie
2273,Anna Wasik,,other-unlisted,
2297,Kinga Wierzba,Uniwersytet Jagielloński w Krakowie,other-unlisted,Nie
2317,Karol Wiśniewski,Państwowa Wyższa Szkoła Zawodowa w Nowym Sączu,other-unlisted,Nie
2319,Magdalena Witkowska,SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie,other-unlisted,Nie dotyczy
2320,Magdalena Witkowska,,other-unlisted,
2325,Grzegorz Witkowski,Uczelnia Łazarskiego w Warszawie,other-unlisted,Nie dotyczy
2326,Grzegorz Witkowski,Instytut Psychiatrii i Neurologii,other-unlisted,Nie
2345,BARTOSZ WOJCIECHOWSKI,Uniwersytet Szczeciński,other-unlisted,Nie
2349,Iwona Wojtak,Uniwersytet Jagielloński w Krakowie,other-unlisted,Nie
2429,Alicja Diana Zakrzewska-Sito,Instytut Psychiatrii i Neurologii,other-unlisted,Nie
2446,Ewa Barbara Zawadzka,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,other-unlisted,Nie
2483,Julian Zygmunt Zubek,Uniwersytet Warszawski,other-unlisted,Nie
2502,Aleksandra Żyrkowska,Uniwersytet Jagielloński w Krakowie,other-unlisted,Nie dotyczy
